trip_id,stop_id,next_stop_id,travel_time,u,v
4_I13-004_2023I13_2_1_4__4___,par_4_61,par_4_60,78.0,63,62
4_I13-004_2023I13_2_1_4__4___,par_4_60,par_4_59,59.0,62,61
4_I13-004_2023I13_2_1_4__4___,par_4_59,par_4_58,80.0,61,60
4_I13-004_2023I13_2_1_4__4___,par_4_58,par_4_57,60.0,60,59
4_I13-004_2023I13_2_1_4__4___,par_4_57,par_4_56,70.0,59,58
4_I13-004_2023I13_2_1_4__4___,par_4_56,par_4_55,62.0,58,57
4_I13-004_2023I13_2_1_4__4___,par_4_55,par_4_54,130.0,57,56
4_I13-005_2023I13_1_1_4__5___,par_4_252,par_4_253,114.0,80,81
4_I13-005_2023I13_1_1_4__5___,par_4_253,par_4_74,218.0,81,82
4_I13-005_2023I13_1_1_4__5___,par_4_74,par_4_75,153.0,82,83
4_I13-005_2023I13_1_1_4__5___,par_4_75,par_4_76,119.0,83,84
4_I13-005_2023I13_1_1_4__5___,par_4_76,par_4_77,147.0,84,85
4_I13-005_2023I13_1_1_4__5___,par_4_77,par_4_78,84.0,85,86
4_I13-005_2023I13_1_1_4__5___,par_4_78,par_4_79,82.0,86,87
4_I13-005_2023I13_1_1_4__5___,par_4_79,par_4_80,109.0,87,88
4_I13-005_2023I13_1_1_4__5___,par_4_80,par_4_81,106.0,88,89
4_I13-005_2023I13_1_1_4__5___,par_4_81,par_4_82,136.0,89,90
4_I13-005_2023I13_1_1_4__5___,par_4_82,par_4_83,103.0,90,91
4_I13-005_2023I13_1_1_4__5___,par_4_83,par_4_84,102.0,91,92
4_I13-005_2023I13_1_1_4__5___,par_4_84,par_4_85,109.0,92,93
4_I13-005_2023I13_1_1_4__5___,par_4_85,par_4_86,107.0,93,94
4_I13-005_2023I13_1_1_4__5___,par_4_86,par_4_87,77.0,94,95
4_I13-005_2023I13_1_1_4__5___,par_4_87,par_4_88,52.0,95,96
4_I13-005_2023I13_1_1_4__5___,par_4_88,par_4_89,76.0,96,97
4_I13-005_2023I13_1_1_4__5___,par_4_89,par_4_90,118.0,97,98
4_I13-005_2023I13_1_1_4__5___,par_4_90,par_4_91,90.0,98,99
4_I13-005_2023I13_1_1_4__5___,par_4_91,par_4_92,138.0,99,100
4_I13-005_2023I13_1_1_4__5___,par_4_92,par_4_93,83.0,100,101
4_I13-005_2023I13_1_1_4__5___,par_4_93,par_4_94,117.0,101,102
4_I13-005_2023I13_1_1_4__5___,par_4_94,par_4_95,118.0,102,103
4_I13-005_2023I13_1_1_4__5___,par_4_95,par_4_96,102.0,103,104
4_I13-005_2023I13_1_1_4__5___,par_4_96,par_4_97,113.0,104,105
4_I13-005_2023I13_1_1_4__5___,par_4_97,par_4_98,96.0,105,106
4_I13-005_2023I13_1_1_4__5___,par_4_98,par_4_99,90.0,106,107
4_I13-005_2023I13_1_1_4__5___,par_4_99,par_4_100,143.0,107,76
4_I13-005_2023I13_1_1_4__5___,par_4_100,par_4_101,104.0,76,77
4_I13-005_2023I13_1_1_4__5___,par_4_101,par_4_102,69.0,77,78
4_I13-005_2023I13_1_1_4__5___,par_4_102,par_4_103,184.0,78,79
4_I13-005_2023I13_2_1_4__5___,par_4_103,par_4_102,184.0,79,78
4_I13-005_2023I13_2_1_4__5___,par_4_102,par_4_101,69.0,78,77
4_I13-005_2023I13_2_1_4__5___,par_4_101,par_4_100,104.0,77,76
4_I13-005_2023I13_2_1_4__5___,par_4_100,par_4_99,143.0,76,107
4_I13-005_2023I13_2_1_4__5___,par_4_99,par_4_98,90.0,107,106
4_I13-005_2023I13_2_1_4__5___,par_4_98,par_4_97,96.0,106,105
4_I13-005_2023I13_2_1_4__5___,par_4_97,par_4_96,113.0,105,104
4_I13-005_2023I13_2_1_4__5___,par_4_96,par_4_95,102.0,104,103
4_I13-005_2023I13_2_1_4__5___,par_4_95,par_4_94,118.0,103,102
4_I13-005_2023I13_2_1_4__5___,par_4_94,par_4_93,117.0,102,101
4_I13-005_2023I13_2_1_4__5___,par_4_93,par_4_92,83.0,101,100
4_I13-005_2023I13_2_1_4__5___,par_4_92,par_4_91,138.0,100,99
4_I13-005_2023I13_2_1_4__5___,par_4_91,par_4_90,90.0,99,98
4_I13-005_2023I13_2_1_4__5___,par_4_90,par_4_89,118.0,98,97
4_I13-005_2023I13_2_1_4__5___,par_4_89,par_4_88,76.0,97,96
4_I13-005_2023I13_2_1_4__5___,par_4_88,par_4_87,52.0,96,95
4_I13-005_2023I13_2_1_4__5___,par_4_87,par_4_86,77.0,95,94
4_I13-005_2023I13_2_1_4__5___,par_4_86,par_4_85,107.0,94,93
4_I13-005_2023I13_2_1_4__5___,par_4_85,par_4_84,109.0,93,92
4_I13-005_2023I13_2_1_4__5___,par_4_84,par_4_83,102.0,92,91
4_I13-005_2023I13_2_1_4__5___,par_4_83,par_4_82,103.0,91,90
4_I13-005_2023I13_2_1_4__5___,par_4_82,par_4_81,136.0,90,89
4_I13-005_2023I13_2_1_4__5___,par_4_81,par_4_80,106.0,89,88
4_I13-005_2023I13_2_1_4__5___,par_4_80,par_4_79,109.0,88,87
4_I13-005_2023I13_2_1_4__5___,par_4_79,par_4_78,82.0,87,86
4_I13-005_2023I13_2_1_4__5___,par_4_78,par_4_77,84.0,86,85
4_I13-005_2023I13_2_1_4__5___,par_4_77,par_4_76,147.0,85,84
4_I13-005_2023I13_2_1_4__5___,par_4_76,par_4_75,119.0,84,83
4_I13-005_2023I13_2_1_4__5___,par_4_75,par_4_74,153.0,83,82
4_I13-005_2023I13_2_1_4__5___,par_4_74,par_4_253,218.0,82,81
4_I13-005_2023I13_2_1_4__5___,par_4_253,par_4_252,114.0,81,80
4_I13-008_2023I13_1_1_4__8___,par_4_155,par_4_156,157.0,167,168
4_I13-008_2023I13_1_1_4__8___,par_4_156,par_4_258,242.0,168,173
4_I13-008_2023I13_1_1_4__8___,par_4_258,par_4_157,73.0,173,169
4_I13-008_2023I13_1_1_4__8___,par_4_157,par_4_158,184.0,169,170
4_I13-008_2023I13_1_1_4__8___,par_4_158,par_4_159,339.0,170,171
4_I13-008_2023I13_1_1_4__8___,par_4_159,par_4_160,118.0,171,172
4_I13-008_2023I13_1_1_4__8___,par_4_160,par_4_285,175.0,172,174
4_I13-008_2023I13_2_1_4__8___,par_4_285,par_4_160,175.0,174,172
4_I13-008_2023I13_2_1_4__8___,par_4_160,par_4_159,118.0,172,171
4_I13-008_2023I13_2_1_4__8___,par_4_159,par_4_158,339.0,171,170
4_I13-008_2023I13_2_1_4__8___,par_4_158,par_4_157,184.0,170,169
4_I13-008_2023I13_2_1_4__8___,par_4_157,par_4_258,73.0,169,173
4_I13-008_2023I13_2_1_4__8___,par_4_258,par_4_156,243.0,173,168
4_I13-008_2023I13_2_1_4__8___,par_4_156,par_4_155,156.0,168,167
4_I13-011_2023I13_1_1_4__11___,par_4_206,par_4_207,124.0,235,236
4_I13-011_2023I13_1_1_4__11___,par_4_207,par_4_208,106.0,236,237
4_I13-011_2023I13_1_1_4__11___,par_4_208,par_4_254,88.0,237,238
4_I13-011_2023I13_1_1_4__11___,par_4_254,par_4_255,157.0,238,239
4_I13-011_2023I13_1_1_4__11___,par_4_255,par_4_256,126.0,239,240
4_I13-011_2023I13_1_1_4__11___,par_4_256,par_4_305,331.0,240,241
4_I13-011_2023I13_2_1_4__11___,par_4_305,par_4_256,331.0,241,240
4_I13-011_2023I13_2_1_4__11___,par_4_256,par_4_255,127.0,240,239
4_I13-011_2023I13_2_1_4__11___,par_4_255,par_4_254,156.0,239,238
4_I13-011_2023I13_2_1_4__11___,par_4_254,par_4_208,88.0,238,237
4_I13-011_2023I13_2_1_4__11___,par_4_208,par_4_207,107.0,237,236
4_I13-011_2023I13_2_1_4__11___,par_4_207,par_4_206,123.0,236,235
4_I13-061_2023I13_1_1_4__6_1__,par_4_104,par_4_105,97.0,108,109
4_I13-061_2023I13_1_1_4__6_1__,par_4_105,par_4_106,126.0,109,110
4_I13-061_2023I13_1_1_4__6_1__,par_4_106,par_4_107,106.0,110,111
4_I13-061_2023I13_1_1_4__6_1__,par_4_107,par_4_108,98.0,111,112
4_I13-061_2023I13_1_1_4__6_1__,par_4_108,par_4_109,135.0,112,113
4_I13-061_2023I13_1_1_4__6_1__,par_4_109,par_4_110,138.0,113,114
4_I13-061_2023I13_1_1_4__6_1__,par_4_110,par_4_259,93.0,114,135
4_I13-061_2023I13_1_1_4__6_1__,par_4_259,par_4_111,111.0,135,115
4_I13-061_2023I13_1_1_4__6_1__,par_4_111,par_4_112,121.0,115,116
4_I13-061_2023I13_1_1_4__6_1__,par_4_112,par_4_113,104.0,116,117
4_I13-061_2023I13_1_1_4__6_1__,par_4_113,par_4_114,115.0,117,118
4_I13-061_2023I13_1_1_4__6_1__,par_4_114,par_4_115,108.0,118,119
4_I13-061_2023I13_1_1_4__6_1__,par_4_115,par_4_116,86.0,119,120
4_I13-061_2023I13_1_1_4__6_1__,par_4_116,par_4_117,105.0,120,121
4_I13-061_2023I13_1_1_4__6_1__,par_4_117,par_4_118,98.0,121,122
4_I13-061_2023I13_1_1_4__6_1__,par_4_118,par_4_119,123.0,122,123
4_I13-061_2023I13_1_1_4__6_1__,par_4_119,par_4_120,133.0,123,124
4_I13-061_2023I13_1_1_4__6_1__,par_4_120,par_4_121,106.0,124,125
4_I13-061_2023I13_1_1_4__6_1__,par_4_121,par_4_122,105.0,125,126
4_I13-061_2023I13_1_1_4__6_1__,par_4_122,par_4_123,90.0,126,127
4_I13-061_2023I13_1_1_4__6_1__,par_4_123,par_4_124,96.0,127,128
4_I13-061_2023I13_1_1_4__6_1__,par_4_124,par_4_125,186.0,128,129
4_I13-061_2023I13_1_1_4__6_1__,par_4_125,par_4_126,77.0,129,130
4_I13-061_2023I13_1_1_4__6_1__,par_4_126,par_4_127,190.0,130,131
4_I13-061_2023I13_1_1_4__6_1__,par_4_127,par_4_128,161.0,131,132
4_I13-061_2023I13_1_1_4__6_1__,par_4_128,par_4_129,144.0,132,133
4_I13-061_2023I13_1_1_4__6_1__,par_4_129,par_4_130,131.0,133,134
4_I13-061_2023I13_1_1_4__6_1__,par_4_130,par_4_104,110.0,134,108
4_I13-062_2023I13_1_1_4__6_2__,par_4_104,par_4_130,110.0,108,134
4_I13-062_2023I13_1_1_4__6_2__,par_4_130,par_4_129,132.0,134,133
4_I13-062_2023I13_1_1_4__6_2__,par_4_129,par_4_128,144.0,133,132
4_I13-062_2023I13_1_1_4__6_2__,par_4_128,par_4_127,162.0,132,131
4_I13-062_2023I13_1_1_4__6_2__,par_4_127,par_4_126,191.0,131,130
4_I13-062_2023I13_1_1_4__6_2__,par_4_126,par_4_125,76.0,130,129
4_I13-062_2023I13_1_1_4__6_2__,par_4_125,par_4_124,187.0,129,128
4_I13-062_2023I13_1_1_4__6_2__,par_4_124,par_4_123,97.0,128,127
4_I13-062_2023I13_1_1_4__6_2__,par_4_123,par_4_122,90.0,127,126
4_I13-062_2023I13_1_1_4__6_2__,par_4_122,par_4_121,105.0,126,125
4_I13-062_2023I13_1_1_4__6_2__,par_4_121,par_4_120,107.0,125,124
4_I13-062_2023I13_1_1_4__6_2__,par_4_120,par_4_119,134.0,124,123
4_I13-062_2023I13_1_1_4__6_2__,par_4_119,par_4_118,123.0,123,122
4_I13-062_2023I13_1_1_4__6_2__,par_4_118,par_4_117,99.0,122,121
4_I13-062_2023I13_1_1_4__6_2__,par_4_117,par_4_116,105.0,121,120
4_I13-062_2023I13_1_1_4__6_2__,par_4_116,par_4_115,86.0,120,119
4_I13-062_2023I13_1_1_4__6_2__,par_4_115,par_4_114,108.0,119,118
4_I13-062_2023I13_1_1_4__6_2__,par_4_114,par_4_113,117.0,118,117
4_I13-062_2023I13_1_1_4__6_2__,par_4_113,par_4_112,103.0,117,116
4_I13-062_2023I13_1_1_4__6_2__,par_4_112,par_4_111,121.0,116,115
4_I13-062_2023I13_1_1_4__6_2__,par_4_111,par_4_259,111.0,115,135
4_I13-062_2023I13_1_1_4__6_2__,par_4_259,par_4_110,94.0,135,114
4_I13-062_2023I13_1_1_4__6_2__,par_4_110,par_4_109,139.0,114,113
4_I13-062_2023I13_1_1_4__6_2__,par_4_109,par_4_108,134.0,113,112
4_I13-062_2023I13_1_1_4__6_2__,par_4_108,par_4_107,98.0,112,111
4_I13-062_2023I13_1_1_4__6_2__,par_4_107,par_4_106,107.0,111,110
4_I13-062_2023I13_1_1_4__6_2__,par_4_106,par_4_105,126.0,110,109
4_I13-062_2023I13_1_1_4__6_2__,par_4_105,par_4_104,98.0,109,108
4_I13-071_2023I13_1_1_4__7_A__,par_4_286,par_4_132,123.0,159,136
4_I13-071_2023I13_1_1_4__7_A__,par_4_132,par_4_133,113.0,136,137
4_I13-071_2023I13_1_1_4__7_A__,par_4_133,par_4_134,110.0,137,138
4_I13-071_2023I13_1_1_4__7_A__,par_4_134,par_4_135,105.0,138,139
4_I13-071_2023I13_1_1_4__7_A__,par_4_135,par_4_136,102.0,139,140
4_I13-071_2023I13_1_1_4__7_A__,par_4_136,par_4_137,93.0,140,141
4_I13-071_2023I13_1_1_4__7_A__,par_4_137,par_4_138,126.0,141,142
4_I13-071_2023I13_1_1_4__7_A__,par_4_138,par_4_139,120.0,142,143
4_I13-071_2023I13_1_1_4__7_A__,par_4_139,par_4_140,93.0,143,144
4_I13-071_2023I13_1_1_4__7_A__,par_4_140,par_4_141,94.0,144,145
4_I13-071_2023I13_1_1_4__7_A__,par_4_141,par_4_142,141.0,145,146
4_I13-071_2023I13_1_1_4__7_A__,par_4_142,par_4_143,81.0,146,147
4_I13-071_2023I13_1_1_4__7_A__,par_4_143,par_4_144,62.0,147,148
4_I13-071_2023I13_1_1_4__7_A__,par_4_144,par_4_145,98.0,148,149
4_I13-071_2023I13_1_1_4__7_A__,par_4_145,par_4_146,190.0,149,150
4_I13-071_2023I13_1_1_4__7_A__,par_4_146,par_4_147,147.0,150,151
4_I13-071_2023I13_1_1_4__7_A__,par_4_147,par_4_148,155.0,151,152
4_I13-071_2023I13_1_1_4__7_A__,par_4_148,par_4_149,115.0,152,153
4_I13-071_2023I13_1_1_4__7_A__,par_4_149,par_4_150,85.0,153,154
4_I13-071_2023I13_1_1_4__7_A__,par_4_150,par_4_151,71.0,154,155
4_I13-071_2023I13_1_1_4__7_A__,par_4_151,par_4_152,88.0,155,156
4_I13-071_2023I13_1_1_4__7_A__,par_4_152,par_4_153,91.0,156,157
4_I13-071_2023I13_1_1_4__7_A__,par_4_153,par_4_154,73.0,157,158
4_I13-071_2023I13_2_1_4__7_A__,par_4_154,par_4_153,73.0,158,157
4_I13-071_2023I13_2_1_4__7_A__,par_4_153,par_4_152,91.0,157,156
4_I13-071_2023I13_2_1_4__7_A__,par_4_152,par_4_151,89.0,156,155
4_I13-071_2023I13_2_1_4__7_A__,par_4_151,par_4_150,70.0,155,154
4_I13-071_2023I13_2_1_4__7_A__,par_4_150,par_4_149,86.0,154,153
4_I13-071_2023I13_2_1_4__7_A__,par_4_149,par_4_148,114.0,153,152
4_I13-071_2023I13_2_1_4__7_A__,par_4_148,par_4_147,156.0,152,151
4_I13-071_2023I13_2_1_4__7_A__,par_4_147,par_4_146,147.0,151,150
4_I13-071_2023I13_2_1_4__7_A__,par_4_146,par_4_145,189.0,150,149
4_I13-071_2023I13_2_1_4__7_A__,par_4_145,par_4_144,99.0,149,148
4_I13-071_2023I13_2_1_4__7_A__,par_4_144,par_4_143,61.0,148,147
4_I13-071_2023I13_2_1_4__7_A__,par_4_143,par_4_142,81.0,147,146
4_I13-071_2023I13_2_1_4__7_A__,par_4_142,par_4_141,141.0,146,145
4_I13-071_2023I13_2_1_4__7_A__,par_4_141,par_4_140,95.0,145,144
4_I13-071_2023I13_2_1_4__7_A__,par_4_140,par_4_139,93.0,144,143
4_I13-071_2023I13_2_1_4__7_A__,par_4_139,par_4_138,120.0,143,142
4_I13-071_2023I13_2_1_4__7_A__,par_4_138,par_4_137,126.0,142,141
4_I13-071_2023I13_2_1_4__7_A__,par_4_137,par_4_136,92.0,141,140
4_I13-071_2023I13_2_1_4__7_A__,par_4_136,par_4_135,102.0,140,139
4_I13-071_2023I13_2_1_4__7_A__,par_4_135,par_4_134,106.0,139,138
4_I13-071_2023I13_2_1_4__7_A__,par_4_134,par_4_133,109.0,138,137
4_I13-071_2023I13_2_1_4__7_A__,par_4_133,par_4_132,113.0,137,136
4_I13-071_2023I13_2_1_4__7_A__,par_4_132,par_4_286,123.0,136,159
4_I13-072_2023I13_1_1_4__7_B__,par_4_296,par_4_292,75.0,166,165
4_I13-072_2023I13_1_1_4__7_B__,par_4_292,par_4_291,91.0,165,164
4_I13-072_2023I13_1_1_4__7_B__,par_4_291,par_4_290,124.0,164,163
4_I13-072_2023I13_1_1_4__7_B__,par_4_290,par_4_289,120.0,163,162
4_I13-072_2023I13_1_1_4__7_B__,par_4_289,par_4_288,144.0,162,161
4_I13-072_2023I13_1_1_4__7_B__,par_4_288,par_4_287,75.0,161,160
4_I13-072_2023I13_1_1_4__7_B__,par_4_287,par_4_286,317.0,160,159
4_I13-072_2023I13_2_1_4__7_B__,par_4_286,par_4_287,316.0,159,160
4_I13-072_2023I13_2_1_4__7_B__,par_4_287,par_4_288,75.0,160,161
4_I13-072_2023I13_2_1_4__7_B__,par_4_288,par_4_289,144.0,161,162
4_I13-072_2023I13_2_1_4__7_B__,par_4_289,par_4_290,120.0,162,163
4_I13-072_2023I13_2_1_4__7_B__,par_4_290,par_4_291,125.0,163,164
4_I13-072_2023I13_2_1_4__7_B__,par_4_291,par_4_292,91.0,164,165
4_I13-072_2023I13_2_1_4__7_B__,par_4_292,par_4_296,75.0,165,166
4_I13-091_2023I13_1_1_4__9_A__,par_4_345,par_4_326,199.0,203,202
4_I13-091_2023I13_1_1_4__9_A__,par_4_326,par_4_161,160.0,202,175
4_I13-091_2023I13_1_1_4__9_A__,par_4_161,par_4_162,129.0,175,176
4_I13-091_2023I13_1_1_4__9_A__,par_4_162,par_4_163,139.0,176,177
4_I13-091_2023I13_1_1_4__9_A__,par_4_163,par_4_164,117.0,177,178
4_I13-091_2023I13_1_1_4__9_A__,par_4_164,par_4_165,83.0,178,179
4_I13-091_2023I13_1_1_4__9_A__,par_4_165,par_4_166,101.0,179,180
4_I13-091_2023I13_1_1_4__9_A__,par_4_166,par_4_167,95.0,180,181
4_I13-091_2023I13_1_1_4__9_A__,par_4_167,par_4_168,97.0,181,182
4_I13-091_2023I13_1_1_4__9_A__,par_4_168,par_4_169,96.0,182,183
4_I13-091_2023I13_1_1_4__9_A__,par_4_169,par_4_170,97.0,183,184
4_I13-091_2023I13_1_1_4__9_A__,par_4_170,par_4_171,98.0,184,185
4_I13-091_2023I13_1_1_4__9_A__,par_4_171,par_4_172,109.0,185,186
4_I13-091_2023I13_1_1_4__9_A__,par_4_172,par_4_173,96.0,186,187
4_I13-091_2023I13_1_1_4__9_A__,par_4_173,par_4_174,129.0,187,188
4_I13-091_2023I13_1_1_4__9_A__,par_4_174,par_4_175,113.0,188,189
4_I13-091_2023I13_1_1_4__9_A__,par_4_175,par_4_176,121.0,189,190
4_I13-091_2023I13_1_1_4__9_A__,par_4_176,par_4_177,116.0,190,191
4_I13-091_2023I13_1_1_4__9_A__,par_4_177,par_4_178,126.0,191,192
4_I13-091_2023I13_1_1_4__9_A__,par_4_178,par_4_179,189.0,192,193
4_I13-091_2023I13_1_1_4__9_A__,par_4_179,par_4_180,187.0,193,194
4_I13-091_2023I13_1_1_4__9_A__,par_4_180,par_4_181,68.0,194,195
4_I13-091_2023I13_1_1_4__9_A__,par_4_181,par_4_182,88.0,195,196
4_I13-091_2023I13_2_1_4__9_A__,par_4_182,par_4_181,88.0,196,195
4_I13-091_2023I13_2_1_4__9_A__,par_4_181,par_4_180,68.0,195,194
4_I13-091_2023I13_2_1_4__9_A__,par_4_180,par_4_179,187.0,194,193
4_I13-091_2023I13_2_1_4__9_A__,par_4_179,par_4_178,189.0,193,192
4_I13-091_2023I13_2_1_4__9_A__,par_4_178,par_4_177,126.0,192,191
4_I13-091_2023I13_2_1_4__9_A__,par_4_177,par_4_176,116.0,191,190
4_I13-091_2023I13_2_1_4__9_A__,par_4_176,par_4_175,121.0,190,189
4_I13-091_2023I13_2_1_4__9_A__,par_4_175,par_4_174,113.0,189,188
4_I13-091_2023I13_2_1_4__9_A__,par_4_174,par_4_173,128.0,188,187
4_I13-091_2023I13_2_1_4__9_A__,par_4_173,par_4_172,96.0,187,186
4_I13-091_2023I13_2_1_4__9_A__,par_4_172,par_4_171,110.0,186,185
4_I13-091_2023I13_2_1_4__9_A__,par_4_171,par_4_170,98.0,185,184
4_I13-091_2023I13_2_1_4__9_A__,par_4_170,par_4_169,97.0,184,183
4_I13-091_2023I13_2_1_4__9_A__,par_4_169,par_4_168,96.0,183,182
4_I13-091_2023I13_2_1_4__9_A__,par_4_168,par_4_167,97.0,182,181
4_I13-091_2023I13_2_1_4__9_A__,par_4_167,par_4_166,95.0,181,180
4_I13-091_2023I13_2_1_4__9_A__,par_4_166,par_4_165,101.0,180,179
4_I13-091_2023I13_2_1_4__9_A__,par_4_165,par_4_164,83.0,179,178
4_I13-091_2023I13_2_1_4__9_A__,par_4_164,par_4_163,117.0,178,177
4_I13-091_2023I13_2_1_4__9_A__,par_4_163,par_4_162,138.0,177,176
4_I13-091_2023I13_2_1_4__9_A__,par_4_162,par_4_161,129.0,176,175
4_I13-091_2023I13_2_1_4__9_A__,par_4_161,par_4_326,161.0,175,202
4_I13-091_2023I13_2_1_4__9_A__,par_4_326,par_4_345,199.0,202,203
4_I13-092_2023I13_1_1_4__9_B__,par_4_182,par_4_183,383.0,196,197
4_I13-092_2023I13_1_1_4__9_B__,par_4_183,par_4_300,234.0,197,201
4_I13-092_2023I13_1_1_4__9_B__,par_4_300,par_4_184,105.0,201,198
4_I13-092_2023I13_1_1_4__9_B__,par_4_184,par_4_185,290.0,198,199
4_I13-092_2023I13_1_1_4__9_B__,par_4_185,par_4_186,246.0,199,200
4_I13-092_2023I13_2_1_4__9_B__,par_4_186,par_4_185,245.0,200,199
4_I13-092_2023I13_2_1_4__9_B__,par_4_185,par_4_184,291.0,199,198
4_I13-092_2023I13_2_1_4__9_B__,par_4_184,par_4_300,105.0,198,201
4_I13-092_2023I13_2_1_4__9_B__,par_4_300,par_4_183,233.0,201,197
4_I13-092_2023I13_2_1_4__9_B__,par_4_183,par_4_182,384.0,197,196
4_I13-101_2023I13_1_1_4__10_A__,par_4_274,par_4_187,80.0,224,204
4_I13-101_2023I13_1_1_4__10_A__,par_4_187,par_4_188,166.0,204,205
4_I13-101_2023I13_1_1_4__10_A__,par_4_188,par_4_189,120.0,205,206
4_I13-101_2023I13_1_1_4__10_A__,par_4_189,par_4_190,97.0,206,207
4_I13-101_2023I13_1_1_4__10_A__,par_4_190,par_4_191,104.0,207,208
4_I13-101_2023I13_1_1_4__10_A__,par_4_191,par_4_192,92.0,208,209
4_I13-101_2023I13_1_1_4__10_A__,par_4_192,par_4_193,92.0,209,210
4_I13-101_2023I13_1_1_4__10_A__,par_4_193,par_4_194,100.0,210,211
4_I13-101_2023I13_1_1_4__10_A__,par_4_194,par_4_195,134.0,211,212
4_I13-101_2023I13_1_1_4__10_A__,par_4_195,par_4_196,66.0,212,213
4_I13-101_2023I13_1_1_4__10_A__,par_4_196,par_4_197,79.0,213,214
4_I13-101_2023I13_1_1_4__10_A__,par_4_197,par_4_198,105.0,214,215
4_I13-101_2023I13_1_1_4__10_A__,par_4_198,par_4_199,203.0,215,216
4_I13-101_2023I13_1_1_4__10_A__,par_4_199,par_4_200,219.0,216,217
4_I13-101_2023I13_1_1_4__10_A__,par_4_200,par_4_201,109.0,217,218
4_I13-101_2023I13_1_1_4__10_A__,par_4_201,par_4_202,150.0,218,219
4_I13-101_2023I13_1_1_4__10_A__,par_4_202,par_4_257,221.0,219,223
4_I13-101_2023I13_1_1_4__10_A__,par_4_257,par_4_203,113.0,223,220
4_I13-101_2023I13_1_1_4__10_A__,par_4_203,par_4_204,384.0,220,221
4_I13-101_2023I13_1_1_4__10_A__,par_4_204,par_4_205,83.0,221,222
4_I13-101_2023I13_2_1_4__10_A__,par_4_205,par_4_204,83.0,222,221
4_I13-101_2023I13_2_1_4__10_A__,par_4_204,par_4_203,384.0,221,220
4_I13-101_2023I13_2_1_4__10_A__,par_4_203,par_4_257,113.0,220,223
4_I13-101_2023I13_2_1_4__10_A__,par_4_257,par_4_202,220.0,223,219
4_I13-101_2023I13_2_1_4__10_A__,par_4_202,par_4_201,151.0,219,218
4_I13-101_2023I13_2_1_4__10_A__,par_4_201,par_4_200,109.0,218,217
4_I13-101_2023I13_2_1_4__10_A__,par_4_200,par_4_199,219.0,217,216
4_I13-101_2023I13_2_1_4__10_A__,par_4_199,par_4_198,178.0,216,215
4_I13-101_2023I13_2_1_4__10_A__,par_4_198,par_4_197,107.0,215,214
4_I13-101_2023I13_2_1_4__10_A__,par_4_197,par_4_196,79.0,214,213
4_I13-101_2023I13_2_1_4__10_A__,par_4_196,par_4_195,66.0,213,212
4_I13-101_2023I13_2_1_4__10_A__,par_4_195,par_4_194,134.0,212,211
4_I13-101_2023I13_2_1_4__10_A__,par_4_194,par_4_193,100.0,211,210
4_I13-101_2023I13_2_1_4__10_A__,par_4_193,par_4_192,92.0,210,209
4_I13-101_2023I13_2_1_4__10_A__,par_4_192,par_4_191,92.0,209,208
4_I13-101_2023I13_2_1_4__10_A__,par_4_191,par_4_190,104.0,208,207
4_I13-101_2023I13_2_1_4__10_A__,par_4_190,par_4_189,97.0,207,206
4_I13-101_2023I13_2_1_4__10_A__,par_4_189,par_4_188,120.0,206,205
4_I13-101_2023I13_2_1_4__10_A__,par_4_188,par_4_187,166.0,205,204
4_I13-101_2023I13_2_1_4__10_A__,par_4_187,par_4_274,80.0,204,224
4_I13-102_2023I13_1_1_4__10_B__,par_4_284,par_4_283,143.0,234,233
4_I13-102_2023I13_1_1_4__10_B__,par_4_283,par_4_282,111.0,233,232
4_I13-102_2023I13_1_1_4__10_B__,par_4_282,par_4_281,96.0,232,231
4_I13-102_2023I13_1_1_4__10_B__,par_4_281,par_4_280,165.0,231,230
4_I13-102_2023I13_1_1_4__10_B__,par_4_280,par_4_279,140.0,230,229
4_I13-102_2023I13_1_1_4__10_B__,par_4_279,par_4_278,193.0,229,228
4_I13-102_2023I13_1_1_4__10_B__,par_4_278,par_4_277,145.0,228,227
4_I13-102_2023I13_1_1_4__10_B__,par_4_277,par_4_276,99.0,227,226
4_I13-102_2023I13_1_1_4__10_B__,par_4_276,par_4_275,322.0,226,225
4_I13-102_2023I13_1_1_4__10_B__,par_4_275,par_4_274,63.0,225,224
4_I13-102_2023I13_2_1_4__10_B__,par_4_274,par_4_275,63.0,224,225
4_I13-102_2023I13_2_1_4__10_B__,par_4_275,par_4_276,322.0,225,226
4_I13-102_2023I13_2_1_4__10_B__,par_4_276,par_4_277,99.0,226,227
4_I13-102_2023I13_2_1_4__10_B__,par_4_277,par_4_278,145.0,227,228
4_I13-102_2023I13_2_1_4__10_B__,par_4_278,par_4_279,193.0,228,229
4_I13-102_2023I13_2_1_4__10_B__,par_4_279,par_4_280,140.0,229,230
4_I13-102_2023I13_2_1_4__10_B__,par_4_280,par_4_281,165.0,230,231
4_I13-102_2023I13_2_1_4__10_B__,par_4_281,par_4_282,96.0,231,232
4_I13-102_2023I13_2_1_4__10_B__,par_4_282,par_4_283,111.0,232,233
4_I13-102_2023I13_2_1_4__10_B__,par_4_283,par_4_284,143.0,233,234
4_I13-121_2023I13_1_1_4__12_1__,par_4_209,par_4_210,77.0,242,243
4_I13-121_2023I13_1_1_4__12_1__,par_4_210,par_4_211,108.0,243,244
